,Incident_Numberinc_,t0,t1,t2,t3,t4
7689,F15097361,0.2,0.2,0.2,0.2,0.2
7690,F12114031,0.042330127,0.43094474,0.040496368,0.04029482,0.4459339
7691,F16094161,0.10323437,0.10110167,0.5910151,0.10086676,0.10378208
7692,F12016843,0.050008245,0.79993135,0.050057832,0.050001573,0.05000105
7693,F16000953,0.05058864,0.05262552,0.050546262,0.050133605,0.796106
7694,F16106320,0.020002075,0.91994286,0.020022076,0.020001004,0.02003204
7695,F17119308,0.02000139,0.020001626,0.020016095,0.91991425,0.020066677
7696,F18053395,0.04042164,0.0400408,0.8381186,0.040289994,0.04112894
7697,F16000955,0.10148533,0.10000961,0.101004384,0.10097626,0.5965244
7698,F17075560,0.066675335,0.733223,0.0667655,0.066668324,0.066667795
7699,F14036444,0.014328314,0.014526658,0.9424186,0.014323768,0.014402719
7700,F15073549,0.050478216,0.05002454,0.05012903,0.79936534,0.050002903
7701,F15038571,0.5994112,0.1003962,0.100009836,0.10000687,0.1001759
7702,F12032362,0.033839997,0.8647679,0.03399351,0.0334832,0.033915367
7703,F12022907,0.06668398,0.7332625,0.06671476,0.06666996,0.066668816
7704,F19004354,0.02014382,0.020004267,0.020199552,0.9192093,0.02044303
7705,F15105869,0.11992298,0.8199766,0.020056792,0.020035546,0.020008057
7706,F11052636,0.016763074,0.01669747,0.016686792,0.8323965,0.117456146
7707,F18058686,0.73247296,0.06666715,0.06723916,0.066953674,0.06666703
7708,F11036735,0.019048883,0.018181931,0.65143865,0.2931279,0.01820263
7709,F15031183,0.050008245,0.79993135,0.05005782,0.050001573,0.05000105
7710,F12112492,0.10002989,0.5998778,0.10008297,0.10000569,0.10000373
7711,F19024498,0.8654813,0.033359066,0.033478606,0.033574156,0.034106847
7712,F17099069,0.45084718,0.028572638,0.028724397,0.02871397,0.4631418
7713,F18080071,0.050000504,0.7993733,0.050603636,0.050008457,0.05001409
7714,F12120086,0.8856221,0.028598782,0.028597737,0.028582316,0.028599052
7715,F15090305,0.04000906,0.04115227,0.040052865,0.8387248,0.040060982
7716,F19050551,0.02500151,0.025002632,0.025018288,0.8998663,0.02511133
7717,F15018838,0.38442454,0.028573392,0.52926844,0.028699623,0.029033976
7718,F17020983,0.05000007,0.050000075,0.79999506,0.050001442,0.05000337
7719,F11011708,0.011765597,0.011765533,0.3503986,0.6142566,0.011813632
7720,F13001597,0.050189067,0.050001513,0.050367653,0.050141767,0.7993
7721,F15101649,0.05314999,0.05046572,0.7956543,0.050212204,0.05051784
7722,F19058185,0.022222525,0.022223147,0.9110618,0.022256026,0.022236519
7723,F18003803,0.10001333,0.10000001,0.1001429,0.59984374,0.10000002
7724,F12040889,0.41069743,0.38813272,0.06719536,0.06667446,0.06730001
7725,F18080308,0.70326144,0.0333335,0.03338403,0.19668771,0.033333346
7726,F17063344,0.016839437,0.5257463,0.42407116,0.016675916,0.01666716
7727,F18112845,0.033348095,0.033434667,0.03339263,0.20587313,0.6939515
7728,F12104801,0.04051911,0.43817353,0.040128894,0.040002685,0.4411758
7729,F17067045,0.06753201,0.35511005,0.06725088,0.0672207,0.44288632
7730,F18006244,0.06687593,0.7326653,0.06669826,0.06668432,0.06707617
7731,F11062403,0.30182365,0.014285849,0.0149787115,0.396192,0.2727198
7732,F18087340,0.067371905,0.06668887,0.06716745,0.06731311,0.73145866
7733,F12067794,0.040417638,0.04000282,0.04032502,0.83809197,0.041162558
7734,F16046287,0.8378836,0.04010765,0.040570173,0.040279385,0.041159175
7735,F18098879,0.10000079,0.10000093,0.10001131,0.10002766,0.5999593
7736,F19025246,0.068258196,0.06667676,0.0677961,0.7251375,0.07213147
7737,F12073686,0.79966766,0.050093967,0.050096273,0.050040074,0.050102077
7738,F11163310,0.014381695,0.014287211,0.014359971,0.76172096,0.19525018
7739,F14105755,0.020669073,0.020077588,0.02015527,0.38713303,0.551965
7740,F18031908,0.7032571,0.033333495,0.03338352,0.19669253,0.033333343
7741,F18028828,0.028575791,0.028571492,0.78612006,0.12813313,0.028599529
7742,F18007022,0.03334031,0.86663586,0.033354267,0.033335745,0.033333804
7743,F14004253,0.028842743,0.31439376,0.028786188,0.028739572,0.59923774
7744,F16068518,0.022686623,0.022293078,0.022321362,0.022308625,0.9103903
7745,F11016636,0.8856221,0.028598784,0.028597737,0.028582316,0.028599054
7746,F12001397,0.02861517,0.41396612,0.028675433,0.50009894,0.028644355
7747,F17027179,0.018252844,0.018183634,0.018244462,0.9268915,0.018427555
7748,F16114709,0.7979548,0.050004408,0.05033911,0.050329935,0.051371664
7749,F13017107,0.04001331,0.44100744,0.04044442,0.43839878,0.040136017
7750,F19043532,0.066683985,0.7332625,0.066714756,0.06666996,0.066668816
7751,F13057019,0.066675335,0.7332229,0.066765696,0.066668324,0.066667795
7752,F12076259,0.02000027,0.020000715,0.9199413,0.020039728,0.020017948
7753,F18072781,0.068258844,0.06667676,0.067796566,0.7249412,0.072326675
7754,F18076732,0.06667069,0.06666685,0.066708066,0.7332876,0.06666683
7755,F16063265,0.028777089,0.73999304,0.17381726,0.028579148,0.028833482
7756,F16102877,0.018252848,0.018183636,0.018244466,0.92689055,0.018428553
7757,F11051313,0.02509956,0.025001353,0.025117286,0.64739835,0.27738348
7758,F13070001,0.8851845,0.028574562,0.028662382,0.028659698,0.028918834
7759,F15007026,0.101497576,0.10000962,0.1010087,0.100976236,0.5965079
7760,F13006533,0.6509925,0.27343047,0.025097404,0.025095936,0.025383685
7761,F19041250,0.028575791,0.028571492,0.78612226,0.12813094,0.028599529
7762,F15103311,0.7979572,0.05000442,0.050339114,0.05032994,0.051369388
7763,F16061232,0.067057535,0.066720724,0.06669423,0.066765375,0.7327621
7764,F15002368,0.066669896,0.06719627,0.066668056,0.06666786,0.7327979
7765,F12001316,0.04000484,0.040103223,0.040056188,0.83983344,0.04000226
7766,F15107527,0.04001271,0.040120162,0.040017616,0.040047362,0.83980215
7767,F18033216,0.79672164,0.050035644,0.050378803,0.050643515,0.0522204
7768,F19000760,0.06825837,0.06667676,0.06779622,0.7250866,0.07218205
7769,F11073212,0.022366803,0.6820512,0.022317074,0.022311108,0.2509538
7770,F16090185,0.025416763,0.71252644,0.15128382,0.02508192,0.08569107
7771,F12028495,0.18722028,0.023125412,0.74510074,0.022273168,0.022280417
7772,F17118878,0.7979586,0.050004415,0.050339106,0.05032993,0.05136796
7773,F19043399,0.028575787,0.028571488,0.78613687,0.12811635,0.028599523
7774,F12119778,0.45985073,0.02500088,0.4646718,0.025165776,0.02531082
7775,F15107091,0.06668963,0.73317796,0.066677324,0.06667044,0.06678461
7776,F11016948,0.100000404,0.59944046,0.10055286,0.100001335,0.10000496
7777,F15003533,0.041564338,0.040262286,0.0402706,0.04037678,0.83752596
7778,F19062055,0.06667439,0.06666667,0.06674993,0.73324233,0.06666668
7779,F15046184,0.020001385,0.020001622,0.020016095,0.9199136,0.020067267
7780,F19007424,0.040366054,0.23965602,0.04014256,0.040117785,0.63971764
7781,F13030092,0.38442397,0.02857339,0.5292656,0.028699629,0.02903737
7782,F19061705,0.8989449,0.025009349,0.025145037,0.025194813,0.025705937
7783,F17130291,0.06989446,0.7210318,0.07116773,0.06748433,0.07042172
7784,F13091832,0.05000417,0.7999473,0.050046537,0.050001252,0.05000074
7785,F14034328,0.59753424,0.100692876,0.10071902,0.100291915,0.10076193
7786,F13037304,0.018252846,0.018183634,0.018244464,0.9268904,0.01842866
7787,F17039378,0.040005267,0.8399523,0.04002013,0.040008146,0.04001417
7788,F11135803,0.03339999,0.035612043,0.034464147,0.03334337,0.86318046
7789,F11080844,0.04001028,0.8399329,0.04005353,0.04000259,0.040000707
7790,F12085463,0.83997834,0.040019073,0.04000251,0.040000044,0.040000103
7791,F18061822,0.70325685,0.033333495,0.033383567,0.19669276,0.033333343
7792,F19061692,0.014350855,0.0142889535,0.014341875,0.9423446,0.014673693
7793,F16088802,0.10062371,0.59879225,0.10010929,0.10004995,0.100424804
7794,F15044497,0.29518262,0.06717062,0.06721441,0.0668816,0.5035507
7795,F19058947,0.0518187,0.050614174,0.0524098,0.79306096,0.05209636
7796,F18034057,0.028575787,0.02857149,0.7861153,0.12813786,0.028599527
7797,F18110030,0.06667069,0.06666685,0.066708036,0.7332876,0.06666683
7798,F13017628,0.32420725,0.010526948,0.33164847,0.3230677,0.010549617
7799,F18116911,0.022360086,0.695779,0.022434596,0.022641106,0.23678517
7800,F14049907,0.59941155,0.100395925,0.100009836,0.10000687,0.10017586
7801,F18091040,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
7802,F18088859,0.7286041,0.066674285,0.06739689,0.067437574,0.069887154
7803,F15093275,0.033482704,0.03338858,0.8662222,0.0333838,0.033522695
7804,F18064752,0.04000062,0.040312834,0.8381131,0.04011454,0.04145888
7805,F11053455,0.05001507,0.79990923,0.050016545,0.050002575,0.05005649
7806,F17045262,0.885182,0.028574562,0.028662385,0.0286597,0.02892135
7807,F18027895,0.022391766,0.022247765,0.022372924,0.022303153,0.91068435
7808,F13066986,0.02232811,0.023026666,0.022292979,0.02235573,0.90999657
7809,F18012267,0.7032607,0.0333335,0.033383932,0.19668853,0.033333346
7810,F19024679,0.028805627,0.17405827,0.7388705,0.028849574,0.029416028
7811,F13029148,0.7097965,0.02000245,0.020101953,0.020095827,0.23000328
7812,F18083350,0.06667438,0.06666667,0.06675019,0.73324203,0.06666667
7813,F19034154,0.018242724,0.01818686,0.9268335,0.018294983,0.01844197
7814,F15032143,0.025546024,0.7791638,0.025242215,0.025839776,0.14420821
7815,F14068467,0.02224423,0.570172,0.02373151,0.022232024,0.36162028
7816,F11089533,0.033646856,0.033614133,0.033419974,0.53257716,0.36674187
7817,F18059612,0.06667439,0.06666668,0.06675019,0.7332421,0.066666685
7818,F16113925,0.05047467,0.05002454,0.050129015,0.79936886,0.050002903
7819,F18042962,0.2,0.2,0.2,0.2,0.2
7820,F12073991,0.025076933,0.025028992,0.899731,0.025046507,0.025116572
7821,F19062028,0.06667439,0.06666667,0.06674938,0.7332429,0.06666668
7822,F17081340,0.06760136,0.067032985,0.06787689,0.06794142,0.7295473
7823,F11130686,0.050005507,0.050000004,0.050058037,0.7999364,0.05000001
7824,F16002270,0.050008252,0.79996413,0.050022896,0.05000356,0.05000109
7825,F17039983,0.4103137,0.028698208,0.028668627,0.028711539,0.50360787
7826,F16117649,0.028573014,0.76538676,0.028753396,0.02968449,0.14760233
7827,F13019854,0.04000724,0.83994925,0.04004126,0.04000138,0.040000916
7828,F18047948,0.7286519,0.06667429,0.0673967,0.06743736,0.069839776
7829,F19004047,0.028611604,0.028582096,0.1780689,0.029255757,0.7354816
7830,F18076752,0.015386835,0.58382684,0.36989853,0.015502206,0.015385621
7831,F15024550,0.5304799,0.39448127,0.025010103,0.02500148,0.025027262
7832,F14102979,0.018252844,0.018183634,0.018244462,0.92689204,0.018427076
7833,F14023979,0.41895533,0.020007519,0.1158997,0.02013186,0.42500558
7834,F18072867,0.05035913,0.050822146,0.0502342,0.05029768,0.79828686
7835,F18132722,0.018252844,0.018183634,0.018244462,0.9268913,0.018427731
7836,F11022812,0.02858737,0.3407825,0.028603194,0.02860831,0.5734186
7837,F11006602,0.018183138,0.018183144,0.018196909,0.9272009,0.01823591
7838,F15018827,0.022238169,0.46095476,0.0222266,0.022289533,0.47229093
7839,F17129126,0.36652553,0.03333459,0.03333943,0.033333834,0.53346664
7840,F13002161,0.2,0.2,0.2,0.2,0.2
7841,F12122146,0.033338435,0.8666324,0.03336074,0.033334307,0.03333411
7842,F16069933,0.040010285,0.8399534,0.040031806,0.04000375,0.04000073
7843,F14115472,0.040007252,0.83996904,0.04002021,0.04000255,0.040000945
7844,F11063699,0.05000145,0.050005715,0.7997874,0.05020482,0.05000067
7845,F12071996,0.06667543,0.733139,0.06684775,0.0666687,0.06666918
7846,F19046422,0.06667983,0.06670018,0.072417386,0.72753316,0.06666941
7847,F13016769,0.041604187,0.040254917,0.04026517,0.0401077,0.8377681
7848,F18075103,0.40014282,0.39944458,0.06707529,0.06666844,0.066668876
7849,F13072465,0.016713692,0.016715484,0.6018478,0.3479858,0.016737174
7850,F14074880,0.0223,0.022224268,0.7543569,0.022303252,0.17881553
7851,F16098688,0.23905948,0.040009573,0.040845715,0.04036087,0.63972443
7852,F17111418,0.040572025,0.6398862,0.040946707,0.04039159,0.23820353
7853,F13066901,0.022225618,0.23370403,0.02224913,0.6995774,0.022243848
7854,F18030255,0.028575791,0.028571492,0.7861272,0.12812598,0.028599529
7855,F17125289,0.050488528,0.050024547,0.050129075,0.799355,0.050002906
7856,F19031516,0.06667438,0.06666667,0.06674993,0.7332424,0.06666667
7857,F13097898,0.55003107,0.05004448,0.05003307,0.051950954,0.29794046
7858,F13029423,0.040402602,0.040002804,0.83817226,0.040291686,0.041130688
7859,F14090604,0.7096931,0.02000245,0.020101923,0.020095803,0.23010676
7860,F14060701,0.022232601,0.023079345,0.61884713,0.023376776,0.31246415
7861,F14015632,0.8817018,0.02974367,0.028751668,0.028698761,0.03110409
7862,F19051488,0.020001898,0.020000014,0.020009758,0.91998816,0.020000143
7863,F17009727,0.040571924,0.6398881,0.04094247,0.04039153,0.238206
7864,F11055157,0.022258414,0.022224272,0.022246318,0.022324705,0.9109463
7865,F19016062,0.100029886,0.59987795,0.1000828,0.10000569,0.10000373
7866,F19053685,0.10002986,0.5998779,0.10008282,0.100005664,0.100003704
7867,F11131064,0.21751724,0.19529548,0.034665234,0.20102577,0.35149628
7868,F14108527,0.16121244,0.59067357,0.028572867,0.19096853,0.028572604
7869,F13097671,0.033803686,0.69714427,0.03400289,0.03365102,0.20139812
7870,F18097155,0.028575791,0.028571492,0.7861251,0.1281281,0.028599529
7871,F11031347,0.06715504,0.73283637,0.066667005,0.066674605,0.066666976
7872,F18074849,0.06668399,0.73326236,0.06671486,0.06666996,0.066668816
7873,F11087118,0.59954166,0.10000055,0.1002837,0.10017351,0.100000605
7874,F18028199,0.83999646,0.040000193,0.040002998,0.04000032,0.04000001
7875,F14063611,0.050296497,0.050001338,0.050236966,0.05012881,0.79933643
7876,F13067950,0.025141302,0.025003608,0.025113288,0.89923626,0.025505489
7877,F12110006,0.2,0.2,0.2,0.2,0.2
7878,F18035204,0.016757106,0.016670424,0.016743382,0.9328265,0.017002596
7879,F12111237,0.10000037,0.5999886,0.10000043,0.10001061,0.10000007
7880,F14008562,0.116599716,0.32647118,0.0200014,0.020000823,0.5169269
7881,F18019307,0.2329032,0.06988057,0.40383995,0.011849289,0.281527
7882,F19063093,0.2,0.2,0.2,0.2,0.2
7883,F12064347,0.040574577,0.3669566,0.2947127,0.040263906,0.2574922
7884,F15004765,0.05789423,0.010527432,0.31473753,0.60627216,0.0105686225
7885,F12061715,0.05391812,0.41504696,0.42985904,0.050228145,0.050947774
7886,F18100356,0.018183136,0.018183142,0.018196918,0.92720085,0.018235972
7887,F15001626,0.24712574,0.011765369,0.5671823,0.16212928,0.011797292
7888,F13028060,0.8666628,0.03333648,0.033333734,0.033333488,0.033333514
7889,F14037382,0.025359284,0.77381176,0.025243616,0.025237117,0.15034826
7890,F14024637,0.022239132,0.18585806,0.022274343,0.0227123,0.7469162
7891,F15070489,0.020002259,0.020000003,0.6353329,0.30463895,0.020025892
7892,F13051798,0.06667534,0.73322445,0.066764094,0.06666833,0.0666678
7893,F16095538,0.06667541,0.7332954,0.06669178,0.06666928,0.06666816
7894,F12055783,0.05000829,0.7998911,0.050097138,0.05000175,0.05000171
7895,F12042409,0.06668957,0.73318356,0.06667731,0.06667044,0.0667791
7896,F13042450,0.2,0.2,0.2,0.2,0.2
7897,F15052230,0.24666858,0.68628955,0.022497745,0.022321692,0.02222244
7898,F14091967,0.033576764,0.033335302,0.0335352,0.03348923,0.86606354
7899,F19047165,0.70325613,0.0333335,0.03338337,0.19669372,0.033333346
7900,F18098859,0.068258576,0.066676766,0.06779637,0.7250258,0.07224252
7901,F11007296,0.022859387,0.023032093,0.9094546,0.022274863,0.022379065
7902,F18020178,0.040006846,0.04000162,0.040052477,0.8398784,0.040060673
7903,F13067885,0.01671607,0.016668027,0.016925162,0.016746843,0.9329439
7904,F17069844,0.2,0.2,0.2,0.2,0.2
7905,F15014633,0.2,0.2,0.2,0.2,0.2
7906,F13087399,0.040051293,0.044004917,0.04002724,0.040270913,0.8356457
7907,F17042885,0.033597797,0.03555467,0.033505224,0.03348929,0.863853
7908,F16075503,0.02500455,0.7954341,0.025133919,0.025930708,0.12849675
7909,F11145377,0.05099775,0.7980127,0.050115485,0.050023343,0.050850734
7910,F13047052,0.040021054,0.040006284,0.2525563,0.040012833,0.62740356
7911,F12021813,0.040072013,0.68374014,0.19493023,0.0411328,0.040124845
7912,F18120020,0.05000992,0.05000292,0.050019894,0.7999664,0.050000887
7913,F14061205,0.018457195,0.9268621,0.018231886,0.018203063,0.018245708
7914,F18098445,0.10001332,0.10000001,0.1001421,0.5998446,0.10000002
7915,F15107903,0.025119152,0.025003228,0.025083885,0.025176652,0.89961714
7916,F17081205,0.018183136,0.018183142,0.01819691,0.92720073,0.018236024
7917,F13033148,0.06667543,0.7331388,0.0668479,0.0666687,0.06666918
7918,F14009585,0.5314444,0.39352435,0.025028348,0.025002392,0.025000596
7919,F18056291,0.025072558,0.025035046,0.42502385,0.025227413,0.49964118
7920,F14011130,0.018181972,0.018184742,0.5506317,0.018316291,0.39468527
7921,F14046208,0.03334168,0.8666292,0.033359002,0.0333361,0.033334013
7922,F16106675,0.03428231,0.03350656,0.033520937,0.034141313,0.8645489
7923,F18066612,0.022227554,0.6295655,0.022252755,0.30371746,0.022236712
7924,F18135202,0.022281395,0.022436315,0.6564359,0.022293508,0.27655286
7925,F17094015,0.7291801,0.06725984,0.06834168,0.0670583,0.06816006
7926,F18049843,0.19784346,0.040000238,0.040165514,0.68199056,0.040000264
7927,F18004745,0.2,0.2,0.2,0.2,0.2
7928,F12068279,0.04091895,0.4419486,0.43333715,0.040651415,0.043143913
7929,F14101569,0.040109172,0.040007636,0.04008267,0.040346336,0.8394542
7930,F18090868,0.06667438,0.06666667,0.066750206,0.73324203,0.06666667
7931,F18058058,0.10001332,0.10000001,0.100141816,0.5998449,0.10000002
7932,F11078343,0.050003756,0.05000009,0.050042257,0.7999538,0.05000008
7933,F19008500,0.033757295,0.033345405,0.03366271,0.8643625,0.03487215
7934,F13104788,0.040351007,0.040002476,0.040239964,0.040229604,0.83917695
7935,F13054687,0.10144552,0.1000096,0.10099631,0.100967735,0.59658086
7936,F15117313,0.10000041,0.59944034,0.10055299,0.10000134,0.10000497
7937,F11088146,0.02268623,0.022316523,0.9103148,0.022289025,0.022393478
7938,F18048984,0.025104793,0.025007792,0.44776422,0.025400013,0.47672316
7939,F14092784,0.06708081,0.06666953,0.06696575,0.06694256,0.73234135
7940,F12123519,0.013380075,0.013334802,0.43245178,0.0134213725,0.527412
7941,F16116462,0.40672693,0.033515897,0.03340709,0.033405326,0.4929448
7942,F13020470,0.040046163,0.04120457,0.04000071,0.040003397,0.8387451
7943,F11153160,0.6414561,0.02223084,0.022341214,0.022333764,0.29163805
7944,F18076539,0.03333352,0.03333341,0.86662316,0.033339478,0.033370454
7945,F16051747,0.033340707,0.8666127,0.033357415,0.03333463,0.033354547
7946,F17028410,0.83993036,0.040004212,0.0400652,0.040000077,0.04000014
7947,F12109165,0.040005382,0.839935,0.0400572,0.04000113,0.040001266
7948,F11102989,0.025065487,0.025003245,0.025048546,0.49981895,0.42506382
7949,F18122447,0.050007008,0.5467952,0.050070196,0.30312726,0.050000396
7950,F14105271,0.03334165,0.8666179,0.033371117,0.03333533,0.03333399
7951,F18011990,0.028600596,0.28527611,0.20021637,0.45720002,0.02870688
7952,F13047700,0.1540555,0.040332414,0.040389024,0.72485757,0.040365495
7953,F11140158,0.10147016,0.100009605,0.10100067,0.10097149,0.5965481
7954,F17132442,0.034801885,0.03353787,0.86377054,0.033602122,0.034287523
7955,F11031272,0.79795957,0.050004415,0.050339106,0.050329927,0.05136702
7956,F14049197,0.028922644,0.15455736,0.63306415,0.15479288,0.028662965
7957,F16051334,0.1539605,0.04033274,0.04038941,0.7249515,0.040365856
7958,F18028589,0.028575791,0.028571494,0.78610826,0.12814495,0.02859953
7959,F12063936,0.5994114,0.100396015,0.100009836,0.10000687,0.10017586
7960,F15063364,0.015457571,0.0153958155,0.015402079,0.8148578,0.1388868
7961,F19041446,0.2,0.2,0.2,0.2,0.2
7962,F13058705,0.01819155,0.018217899,0.018217279,0.38741034,0.5579629
7963,F18095181,0.015479194,0.015389262,0.9379292,0.01548647,0.01571585
7964,F13113268,0.029490832,0.48469034,0.24736282,0.20970319,0.02875285
7965,F19059967,0.10001332,0.10000001,0.10014209,0.5998446,0.10000002
7966,F16025703,0.10001332,0.10000001,0.10014282,0.5998438,0.10000002
7967,F18075588,0.02859745,0.028572345,0.028660093,0.74593633,0.16823378
7968,F18054357,0.028575787,0.028571488,0.78612757,0.1281256,0.028599525
7969,F14073662,0.8856221,0.02859878,0.028597737,0.028582316,0.028599052
7970,F17094132,0.03442974,0.23220016,0.033524297,0.033419255,0.6664266
7971,F19063511,0.93332916,0.016667675,0.016669275,0.01666703,0.016666867
7972,F12037175,0.28927395,0.067189775,0.5090514,0.06689443,0.067590475
7973,F15050399,0.033584487,0.034113467,0.033490058,0.03348561,0.8653264
7974,F19017429,0.040399212,0.4217131,0.04028701,0.040366556,0.45723405
7975,F19035571,0.2,0.2,0.2,0.2,0.2
7976,F16047219,0.88518363,0.02857456,0.02866238,0.028659696,0.02891974
7977,F15107270,0.040005356,0.8399581,0.040034685,0.040001027,0.04000088
7978,F13101902,0.29469177,0.067171775,0.067215584,0.06688207,0.5040389
7979,F18063816,0.70326024,0.0333335,0.033383988,0.19668895,0.033333346
7980,F13048415,0.7959972,0.050353974,0.050768245,0.050286643,0.052593935
7981,F17042477,0.018254358,0.018182319,0.6413975,0.30377558,0.018390302
7982,F16031349,0.053311303,0.7953855,0.05050744,0.050203975,0.050591793
7983,F17044862,0.7165152,0.18347724,0.033335857,0.033334326,0.03333737
7984,F17032358,0.018249827,0.0181823,0.92694336,0.018240448,0.01838409
7985,F19057960,0.06668398,0.7332625,0.06671477,0.066669956,0.066668816
7986,F14098832,0.050728586,0.050209444,0.050958037,0.050185055,0.7979189
7987,F17097552,0.7949255,0.05436948,0.05018641,0.050078858,0.050439715
7988,F15027516,0.7979704,0.050004408,0.050339065,0.05032989,0.051356174
7989,F19005550,0.06671935,0.73287296,0.066675566,0.06667327,0.06705884
7990,F15005882,0.040048823,0.8395421,0.040358182,0.040008973,0.04004187
7991,F18088826,0.040084977,0.4408577,0.0411927,0.24407189,0.23379275
7992,F13018591,0.022650694,0.6558979,0.2768781,0.022264728,0.022308575
7993,F11060606,0.42828918,0.028573807,0.02873469,0.028727163,0.48567513
7994,F13051731,0.018183818,0.018181821,0.572762,0.372667,0.018205313
7995,F14104767,0.01826288,0.13745521,0.8076231,0.018249663,0.01840918
7996,F17048369,0.028675267,0.028572312,0.58624965,0.028663041,0.32783976
7997,F16064754,0.014309223,0.014405286,0.44695598,0.0143073285,0.5100222
7998,F13020596,0.050017543,0.7999228,0.050054025,0.050004408,0.050001178
7999,F18096578,0.10001332,0.10000001,0.100141704,0.599845,0.10000002
8000,F12112952,0.016811414,0.33046484,0.3246326,0.016760921,0.31133023
8001,F13033481,0.79791856,0.05000442,0.050339226,0.050330043,0.05140779
8002,F14053259,0.6614652,0.15025038,0.13787727,0.025083944,0.025323218
8003,F18107722,0.59941167,0.10039581,0.100009836,0.10000687,0.10017585
8004,F12054489,0.5975348,0.10069289,0.10071897,0.100291915,0.100761466
8005,F18058553,0.028575791,0.028571492,0.7861354,0.12811783,0.028599527
8006,F13109221,0.597535,0.10069261,0.10071901,0.10029189,0.10076144
8007,F14055672,0.101498336,0.10000962,0.10100764,0.10097818,0.59650624
8008,F19031636,0.2,0.2,0.2,0.2,0.2
8009,F12066231,0.033439536,0.035570342,0.033402096,0.03356148,0.86402655
8010,F18100724,0.013393292,0.013336136,0.0134171415,0.9461866,0.013666833
8011,F16113385,0.040052403,0.044077486,0.041826192,0.040015236,0.83402866
8012,F13026196,0.06745241,0.06672352,0.06697434,0.06701517,0.7318346
8013,F14036563,0.028571622,0.028571432,0.88564384,0.02860265,0.02861047
8014,F11036760,0.033677712,0.03530454,0.034252647,0.033470064,0.8632951
8015,F12110780,0.8856221,0.02859878,0.028597737,0.028582314,0.02859905
8016,F13083912,0.025038723,0.025044227,0.44370472,0.025017219,0.48119515
8017,F19057834,0.0673493,0.06668885,0.067164205,0.06730271,0.7314949
8018,F18064012,0.028597051,0.15186714,0.028588707,0.0291612,0.7617859
8019,F16016683,0.012503075,0.38702968,0.5754243,0.012531479,0.012511484
8020,F12073003,0.016715422,0.016668137,0.016676808,0.54086393,0.40907574
8021,F15112234,0.04057253,0.6398771,0.04096648,0.04039188,0.23819199
8022,F17122135,0.050005514,0.050000004,0.050060585,0.7999339,0.05000001
8023,F11147591,0.25036314,0.03333544,0.034005485,0.6482627,0.03403328
8024,F14037513,0.018252844,0.018183634,0.018244462,0.9268915,0.018427553
8025,F13106439,0.025003979,0.5205313,0.40434963,0.025105916,0.025009232
8026,F19036692,0.06736409,0.06668887,0.06716912,0.0673138,0.73146415
8027,F14086772,0.018252848,0.018183637,0.018244466,0.9268921,0.018426964
8028,F18074588,0.06667069,0.06666685,0.066707954,0.7332877,0.06666682
8029,F15031871,0.067952015,0.34962118,0.06730123,0.067240484,0.44788507
8030,F12024648,0.034493208,0.033520836,0.661384,0.033541866,0.23706008
8031,F18074765,0.10001332,0.099999994,0.10014445,0.5998422,0.1
8032,F13016319,0.050021622,0.79986465,0.050014943,0.050002687,0.05009605
8033,F15029997,0.033333514,0.033333406,0.8666254,0.033339463,0.033368237
8034,F13027545,0.033340644,0.8666077,0.033348154,0.03333931,0.033364143
8035,F17029390,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
8036,F13097878,0.020000638,0.81960267,0.02008636,0.02003475,0.12027551
8037,F19053317,0.8849023,0.028583068,0.028672908,0.028740807,0.029100936
8038,F14000120,0.014312857,0.014294004,0.6843449,0.014415771,0.2726325
8039,F15090262,0.028697211,0.02857809,0.028622163,0.88553035,0.02857222
8040,F17021058,0.5314443,0.39352435,0.025028348,0.025002392,0.025000596
8041,F13055640,0.03334165,0.8666179,0.033371132,0.03333533,0.033333994
8042,F19026206,0.018252844,0.018183636,0.018244464,0.9268928,0.018426277
8043,F15001579,0.033353526,0.033377152,0.5270366,0.37289768,0.033334997
8044,F15080221,0.91999406,0.02000135,0.020003852,0.020000491,0.020000255
8045,F15118800,0.28275236,0.615804,0.034207974,0.033485122,0.03375058
8046,F11059175,0.050014175,0.7999108,0.050015707,0.050004404,0.050054934
8047,F16059091,0.03334071,0.8666251,0.033344097,0.03333539,0.033354685
8048,F19016619,0.2,0.2,0.2,0.2,0.2
8049,F14088063,0.018252848,0.018183636,0.018244466,0.92689013,0.018428974
8050,F14001906,0.03340482,0.03333835,0.03338922,0.03355909,0.8663085
8051,F12040880,0.93332916,0.016667675,0.016669275,0.01666703,0.016666867
8052,F19057721,0.02857579,0.02857149,0.7861324,0.1281208,0.028599525
8053,F17017481,0.60546875,0.30879158,0.02859428,0.028573068,0.02857236
8054,F12084553,0.018252844,0.018183634,0.018244462,0.92689234,0.018426703
8055,F12034156,0.053234845,0.050465763,0.7955693,0.050212227,0.050517887
8056,F17112763,0.040903706,0.43212694,0.44339523,0.04059267,0.04298145
8057,F12031869,0.12373306,0.69622314,0.1355978,0.02222336,0.02222264
8058,F18123380,0.100000404,0.59943837,0.10055496,0.100001335,0.10000496
8059,F18130331,0.06684049,0.06715308,0.73185444,0.06666877,0.06748322
